lease_id,unit_id,property_id,tenant_id,start_date,end_date,monthly_rent,status,deposit_paid,furnished,payment_method
L5B2ADA5C,U00680,P0065,T02951,2024-11-13,2025-05-12,2886.59,Active,2145.26,Yes,Bank Transfer
L27DD8598,U00681,P0088,T02716,2022-07-28,2023-01-24,979.45,Expired,2799.55,Yes,Cash
LB45510DD,U00682,P0049,T01165,2024-05-14,2025-05-09,2376.03,Terminated,2845.88,No,Bank Transfer
LBBD2B8CA,U00683,P0069,T01338,2023-09-18,2025-09-07,2829.72,Active,2909.01,Yes,Bank Transfer
L988BDD43,U00684,P0039,T01409,2023-05-31,2024-05-25,2198.62,Expired,920.97,Yes,Bank Transfer
L5459D53A,U00685,P0028,T01370,2023-06-24,2023-12-21,2612.13,Terminated,2361.42,No,Credit Card
L9E8C7591,U00686,P0017,T02177,2025-05-02,2025-10-29,2804.08,Terminated,1009.64,No,Cash
LBD13082A,U00687,P0006,T01634,2023-04-24,2025-04-13,1326.43,Active,3171.23,Yes,Bank Transfer
L1BACFEDA,U00688,P0088,T02901,2023-06-26,2023-12-23,2824.94,Expired,3224.69,Yes,Bank Transfer
L7F4679EF,U00689,P0086,T00923,2024-03-28,2025-03-23,2848.53,Active,2291.47,No,Bank Transfer
L948CF817,U00690,P0043,T00268,2023-11-19,2024-05-17,2566.16,Expired,3167.38,Yes,Credit Card
LDB12F07D,U00691,P0088,T02227,2022-09-10,2023-09-05,2362.78,Terminated,2397.17,Yes,Credit Card
L1357A558,U00692,P0054,T00333,2023-08-06,2024-02-02,1222.49,Terminated,1921.76,No,Credit Card
L33E63127,U00693,P0034,T02974,2024-05-31,2024-11-27,2734.27,Terminated,1312.83,Yes,Credit Card
LA816AFFF,U00694,P0042,T02500,2024-06-14,2025-06-09,1346.09,Expired,1441.48,Yes,Cash
L1FE90DA3,U00695,P0051,T00266,2024-07-09,2025-01-05,1452.05,Active,1144.74,Yes,Cash
LE99ADAB4,U00696,P0098,T01903,2024-12-18,2026-06-11,1947.1,Active,3223.52,No,Cash
L885C0CEB,U00697,P0039,T02450,2024-12-30,2025-12-25,2169.06,Expired,1063.76,No,Cash
LAEE3F9A8,U00698,P0014,T00894,2024-09-19,2025-09-14,1007.82,Active,2588.47,Yes,Cash
L337342FA,U00699,P0097,T00782,2022-07-11,2024-06-30,1833.56,Active,2965.49,No,Bank Transfer
LFEFD6FE9,U00700,P0061,T00858,2023-05-21,2023-11-17,2580.68,Terminated,2888.72,No,Credit Card
L23D4DCFD,U00701,P0073,T00835,2023-03-11,2024-09-01,1534.25,Expired,2577.08,No,Cash
L8D6AA76C,U00702,P0006,T00476,2024-10-20,2026-04-13,1512.97,Active,3317.21,No,Cash
LB692E871,U00703,P0052,T01332,2025-04-13,2027-04-03,2518.21,Expired,1473.54,Yes,Credit Card
L731D537A,U00704,P0041,T02816,2023-02-28,2025-02-17,1527.68,Expired,1072.78,No,Cash
L7CA0BA3C,U00705,P0033,T01026,2023-07-16,2025-07-05,2675.53,Active,1156.15,Yes,Bank Transfer
L90E7B638,U00706,P0088,T02136,2022-07-02,2024-06-21,2407.32,Terminated,1293.91,Yes,Bank Transfer
L63E59FBA,U00707,P0007,T02470,2023-11-09,2024-11-03,2587.32,Active,2944.82,No,Bank Transfer
LC594D6B0,U00708,P0089,T02395,2024-03-09,2024-09-05,2900.67,Active,2782.55,Yes,Cash
LBF2E28E8,U00709,P0092,T00137,2025-03-12,2027-03-02,1306.85,Active,765.15,No,Credit Card
L9F2254C3,U00710,P0076,T00450,2024-09-25,2025-09-20,2687.16,Active,1605.04,Yes,Credit Card
LCC22D303,U00711,P0020,T01760,2023-01-09,2024-01-04,1967.33,Terminated,593.45,No,Credit Card
L372D13DA,U00712,P0086,T01088,2024-12-10,2026-11-30,1500.86,Expired,601.03,No,Credit Card
LC72DAFD7,U00713,P0032,T01319,2023-05-21,2024-11-11,3173.8,Terminated,1230.19,No,Credit Card
LF7F5A7E9,U00714,P0046,T00807,2023-09-17,2024-09-11,2304.81,Terminated,616.94,Yes,Bank Transfer
L32B42CDD,U00715,P0023,T02596,2022-09-04,2024-08-24,2600.49,Terminated,1469.08,Yes,Cash
L1FB1B5EF,U00716,P0048,T01455,2022-06-19,2022-12-16,3224.38,Terminated,3164.35,No,Credit Card
L4AA32656,U00717,P0067,T01732,2024-03-13,2025-03-08,1678.28,Expired,3202.88,Yes,Credit Card
L3E17671C,U00718,P0081,T01334,2023-08-17,2024-08-11,3489.63,Expired,2976.25,No,Cash
L46ACD501,U00719,P0072,T00492,2023-12-29,2025-12-18,3081.15,Terminated,1247.03,No,Credit Card
LB458CBFF,U00720,P0092,T02688,2022-07-23,2023-07-18,2357.1,Active,701.77,No,Cash
L22D9BEA2,U00721,P0028,T02090,2022-07-06,2023-07-01,1056.28,Expired,3496.68,Yes,Bank Transfer
L495E8EC9,U00722,P0046,T00023,2022-09-08,2024-08-28,1681.93,Expired,2744.55,No,Bank Transfer
L59CD8608,U00723,P0052,T00994,2025-04-01,2026-03-27,2978.0,Terminated,3074.07,Yes,Credit Card
L1FE8D566,U00724,P0005,T01011,2022-08-20,2023-02-16,3493.6,Active,1224.49,No,Credit Card
L8D4B7DE8,U00725,P0047,T00345,2024-01-20,2024-07-18,908.95,Expired,1733.57,No,Credit Card
L83D65836,U00726,P0048,T01794,2025-04-17,2026-04-12,1151.22,Active,567.28,No,Bank Transfer
L347F9266,U00727,P0021,T00108,2023-02-07,2024-07-31,1773.15,Terminated,2851.21,No,Bank Transfer
LAC814D4C,U00728,P0007,T01383,2025-03-15,2025-09-11,2328.69,Expired,1438.33,No,Credit Card
L0E2EB47E,U00729,P0035,T01302,2024-09-10,2026-08-31,2566.72,Active,1196.05,No,Bank Transfer
LFC28C45A,U00730,P0071,T00037,2024-07-18,2026-07-08,838.83,Expired,2793.06,Yes,Credit Card
LCEB3BA5E,U00731,P0011,T02098,2024-01-17,2025-01-11,2484.11,Active,2786.91,No,Bank Transfer
LDACA14E6,U00732,P0050,T01162,2023-09-03,2024-08-28,905.13,Active,3011.36,No,Credit Card
L11B16F03,U00733,P0004,T02153,2025-02-01,2027-01-22,2472.72,Expired,2190.19,No,Credit Card
L84DD6835,U00734,P0059,T00634,2023-12-21,2024-12-15,2486.46,Expired,3093.3,Yes,Bank Transfer
LD1C055B5,U00735,P0004,T02250,2022-12-19,2023-12-14,2384.73,Active,2242.85,No,Credit Card
LE7BC1A6C,U00736,P0002,T00649,2023-04-15,2025-04-04,3474.83,Active,2770.19,No,Cash
LB02A5090,U00737,P0046,T02098,2025-02-26,2027-02-16,1994.19,Expired,2622.19,Yes,Credit Card
L6F23C8E4,U00738,P0053,T01658,2024-10-11,2025-04-09,1850.92,Terminated,1186.63,No,Cash
LD1FED4FC,U00739,P0091,T01321,2024-02-07,2025-02-01,2411.5,Terminated,3284.55,Yes,Credit Card
L44D6CD2D,U00740,P0020,T00707,2022-05-18,2024-05-07,3308.68,Active,1525.72,Yes,Bank Transfer
L4D3672A5,U00741,P0085,T01712,2024-11-19,2026-11-09,2224.73,Expired,1134.91,Yes,Cash
L08F79C6A,U00742,P0020,T00063,2022-07-12,2024-01-03,3488.2,Active,3443.35,No,Bank Transfer
LC9A010FB,U00743,P0088,T01375,2024-05-27,2025-05-22,2553.67,Expired,2913.24,Yes,Cash
L7551D838,U00744,P0062,T01250,2022-07-10,2024-01-01,2730.77,Active,2279.47,No,Bank Transfer
L3868109F,U00745,P0028,T00399,2022-11-17,2023-05-16,944.04,Active,1864.29,No,Cash
L2F71875C,U00746,P0003,T02772,2024-06-26,2026-06-16,2621.92,Active,2532.59,Yes,Cash
L6E56E906,U00747,P0077,T01056,2023-07-23,2025-01-13,1807.43,Terminated,3325.08,No,Credit Card
L71185DE6,U00748,P0022,T01351,2023-01-23,2025-01-12,1251.86,Terminated,2001.08,Yes,Cash
L312DE013,U00749,P0056,T00032,2023-08-08,2025-01-29,2665.39,Expired,2591.41,No,Credit Card
LA61F29FF,U00750,P0074,T01410,2022-10-12,2023-04-10,2551.33,Terminated,1325.86,No,Bank Transfer
LFC59ACF0,U00751,P0060,T02795,2022-05-24,2023-05-19,1221.76,Expired,2407.82,Yes,Credit Card
L4AF7379E,U00752,P0011,T01997,2022-05-11,2022-11-07,2418.12,Active,1038.07,No,Credit Card
LC37DE813,U00753,P0053,T00947,2023-11-03,2024-10-28,2703.88,Terminated,1865.52,No,Bank Transfer
LD4E140B3,U00754,P0002,T01445,2025-03-23,2027-03-13,2602.95,Expired,3012.1,No,Bank Transfer
L1E127635,U00755,P0011,T00881,2023-10-28,2024-10-22,1258.27,Terminated,557.43,No,Bank Transfer
LE2D75753,U00756,P0032,T00953,2022-06-12,2023-12-04,2903.58,Active,2329.09,No,Cash
L8AEA9DDD,U00757,P0002,T00950,2025-03-21,2026-03-16,2689.03,Expired,3014.46,No,Cash
LD1C1009A,U00758,P0019,T01689,2022-09-19,2024-03-12,2967.59,Terminated,3382.76,Yes,Credit Card
LC07A4A89,U00759,P0018,T00694,2024-11-02,2025-10-28,2247.02,Terminated,1965.49,Yes,Cash
LF648197D,U00760,P0075,T02238,2025-01-07,2026-12-28,1885.1,Active,961.07,Yes,Bank Transfer
L57C6BBD6,U00761,P0066,T02606,2023-12-31,2024-12-25,2346.04,Expired,1331.04,Yes,Cash
L98D7C998,U00762,P0097,T01840,2024-05-05,2025-04-30,3287.53,Expired,2249.57,No,Bank Transfer
L498AAEF4,U00763,P0021,T00229,2023-12-12,2025-12-01,2400.67,Active,1564.77,No,Cash
L8C02C63E,U00764,P0088,T02937,2022-08-26,2023-08-21,940.37,Terminated,595.23,No,Credit Card
L215E2E54,U00765,P0056,T02630,2023-03-19,2025-03-08,1943.0,Expired,753.7,No,Bank Transfer
L5F933EBD,U00766,P0069,T01675,2023-12-07,2025-05-30,2438.49,Terminated,3142.92,No,Cash
L3AAF31F9,U00767,P0078,T01032,2024-09-18,2025-03-17,3183.87,Expired,2477.14,No,Credit Card
L882DD086,U00768,P0001,T01526,2023-08-01,2025-07-21,1370.33,Expired,3088.99,No,Bank Transfer
L7E645167,U00769,P0024,T01977,2025-02-09,2026-08-03,3192.45,Expired,1089.96,Yes,Cash
LFABC62AA,U00770,P0022,T00007,2023-06-02,2024-11-23,2791.05,Expired,1359.56,No,Credit Card
LD4BADA47,U00771,P0025,T01318,2023-02-02,2025-01-22,2967.13,Active,3491.71,Yes,Bank Transfer
LC20065E5,U00772,P0053,T02660,2023-09-03,2025-08-23,881.07,Expired,3192.1,No,Bank Transfer
LDDD201BA,U00773,P0100,T02311,2024-10-03,2025-04-01,2481.1,Active,3420.15,Yes,Credit Card
L611A8C17,U00774,P0092,T01044,2022-08-31,2023-08-26,2055.53,Active,3042.16,No,Bank Transfer
LB11EFFA8,U00775,P0016,T02743,2022-10-29,2024-10-18,968.46,Active,1505.84,No,Bank Transfer
LE56CDFE7,U00776,P0007,T01923,2025-03-18,2026-09-09,980.94,Terminated,3426.03,Yes,Bank Transfer
LC4A255FF,U00777,P0070,T00314,2023-08-04,2025-01-25,3005.83,Terminated,3057.64,No,Bank Transfer
LD9EF0171,U00778,P0082,T02062,2023-12-16,2025-12-05,3332.51,Expired,755.31,Yes,Bank Transfer
L988BDBAF,U00779,P0017,T01152,2025-01-27,2026-01-22,1841.11,Expired,713.1,Yes,Bank Transfer
L16C425F1,U00780,P0062,T02827,2024-01-25,2024-07-23,1369.14,Terminated,1188.1,Yes,Credit Card
L774601DE,U00781,P0068,T02958,2022-07-05,2023-06-30,2066.59,Active,1305.69,No,Bank Transfer
LA44E25FA,U00782,P0091,T01421,2025-04-23,2026-10-15,1072.64,Expired,1002.47,Yes,Bank Transfer
L4C6AA5B9,U00783,P0031,T00170,2023-04-18,2024-04-12,1197.64,Terminated,3419.23,No,Cash
LB6BCF483,U00784,P0014,T01938,2024-12-24,2026-06-17,2850.09,Active,3403.28,Yes,Bank Transfer
LC30493B0,U00785,P0067,T02141,2024-08-23,2025-08-18,1987.3,Expired,1335.11,No,Credit Card
L0C553BE5,U00786,P0052,T02606,2023-11-15,2025-05-08,2955.39,Active,1478.76,No,Credit Card
LC0E5C90F,U00787,P0015,T02416,2023-05-18,2025-05-07,1608.34,Terminated,1197.52,No,Credit Card
L72A3D093,U00788,P0050,T00469,2024-05-05,2025-04-30,1150.13,Active,1269.39,Yes,Credit Card
LA9FE565B,U00789,P0057,T01494,2025-03-06,2027-02-24,1759.36,Expired,2521.98,No,Cash
L8472F96F,U00790,P0069,T02398,2025-01-14,2025-07-13,968.93,Expired,1131.52,Yes,Cash
L8546B2C9,U00791,P0038,T02040,2023-08-11,2025-02-01,2984.36,Expired,940.77,No,Bank Transfer
L4B8BF73C,U00792,P0019,T01473,2024-10-20,2026-04-13,1725.14,Active,3093.98,Yes,Credit Card
L74514DD0,U00793,P0056,T02418,2024-07-16,2026-01-07,1218.3,Expired,748.21,No,Cash
L8F104304,U00794,P0083,T01435,2023-04-08,2024-04-02,2108.25,Active,1407.26,Yes,Bank Transfer
L80BC01FF,U00795,P0046,T01813,2025-01-30,2027-01-20,2321.2,Active,2911.41,No,Cash
L543895C7,U00796,P0100,T00957,2023-08-05,2024-02-01,1170.3,Expired,2242.1,Yes,Bank Transfer
LC742F6D0,U00797,P0063,T02368,2024-01-13,2025-01-07,2164.87,Active,932.24,Yes,Cash
LF2B782A5,U00798,P0034,T02942,2023-12-06,2024-11-30,2484.8,Expired,1320.92,No,Bank Transfer
LEA027540,U00799,P0025,T00509,2024-02-06,2024-08-04,2117.15,Terminated,746.82,Yes,Bank Transfer
L986190F1,U00800,P0018,T00330,2023-11-22,2024-11-16,2040.88,Active,1419.39,No,Credit Card
L7C79A186,U00801,P0015,T02822,2024-07-13,2025-07-08,3020.43,Expired,670.94,Yes,Credit Card
L409FA84D,U00802,P0037,T02267,2024-03-15,2025-03-10,1930.24,Expired,1875.29,Yes,Bank Transfer
L1E4A814D,U00803,P0028,T02331,2023-10-08,2024-04-05,2757.52,Terminated,2222.86,Yes,Credit Card
L7A59503A,U00804,P0033,T02427,2025-03-27,2025-09-23,2601.47,Terminated,2831.15,Yes,Cash
LA5D4C866,U00805,P0086,T00303,2023-03-28,2023-09-24,3127.95,Expired,1441.63,No,Cash
LBD4F79AF,U00806,P0046,T02070,2023-12-01,2025-11-20,2252.66,Expired,3020.32,No,Credit Card
L514D5176,U00807,P0002,T01146,2025-01-14,2027-01-04,3471.52,Active,3168.56,Yes,Bank Transfer
L38A683F0,U00808,P0099,T00620,2022-06-13,2023-12-05,1802.96,Expired,1085.5,No,Cash
L9654974D,U00809,P0006,T02685,2025-01-22,2027-01-12,2121.36,Expired,2724.92,No,Credit Card
LDBC44E20,U00810,P0020,T00085,2024-04-10,2025-04-05,2129.94,Terminated,1949.54,Yes,Bank Transfer
LC6B35281,U00811,P0075,T00019,2023-10-14,2024-04-11,3063.22,Terminated,1584.21,No,Cash
LB3726E9C,U00812,P0071,T00554,2022-10-10,2023-04-08,3121.45,Terminated,1720.41,No,Cash
LBA8B9EC1,U00813,P0051,T02470,2024-12-25,2025-06-23,1686.23,Expired,1861.97,Yes,Credit Card
L02D8A60E,U00814,P0012,T00228,2025-04-23,2026-10-15,2858.61,Expired,878.01,No,Credit Card
LC1F61C19,U00815,P0083,T00188,2024-03-03,2025-02-26,1330.33,Active,3354.33,No,Credit Card
L5FE77122,U00816,P0059,T01034,2022-07-25,2023-07-20,1273.83,Active,2203.18,No,Credit Card
L8BC99E33,U00817,P0067,T02270,2023-09-21,2024-03-19,2364.15,Active,1968.87,No,Cash
L5820AF31,U00818,P0067,T01471,2024-04-08,2026-03-29,2540.81,Active,1189.48,No,Bank Transfer
L72C83F04,U00819,P0062,T02007,2025-01-01,2025-06-30,2292.19,Expired,1616.52,Yes,Cash
L685F67A7,U00820,P0088,T02636,2023-11-21,2025-05-14,2586.5,Expired,923.67,Yes,Bank Transfer
LCB30F3B6,U00821,P0021,T01217,2022-07-20,2024-07-09,2341.37,Active,1055.81,No,Cash
LAFF27AFD,U00822,P0044,T01523,2023-01-28,2024-01-23,1552.34,Active,1156.13,Yes,Credit Card
LB74A2CA2,U00823,P0056,T00157,2024-05-10,2026-04-30,1293.66,Terminated,2977.13,No,Cash
L8A061FFC,U00824,P0093,T00762,2022-09-11,2024-08-31,1571.41,Terminated,3281.37,Yes,Bank Transfer
L80F7397E,U00825,P0053,T01448,2023-10-02,2024-03-30,3418.8,Active,2213.78,Yes,Credit Card
L586B7BD2,U00826,P0042,T02056,2024-08-02,2026-07-23,1186.1,Active,1623.64,Yes,Bank Transfer
LC77E989A,U00827,P0009,T02311,2024-03-16,2025-03-11,2953.88,Active,1602.17,No,Credit Card
L275D794F,U00828,P0027,T00758,2022-06-21,2022-12-18,1034.95,Expired,2170.35,Yes,Cash
LBA8116FB,U00829,P0099,T02680,2023-07-26,2025-01-16,3081.83,Expired,2887.78,No,Credit Card
L7FE6DE81,U00830,P0033,T01483,2023-05-15,2024-05-09,1272.83,Terminated,2518.29,No,Credit Card
L3BBAAF78,U00831,P0093,T02179,2025-04-09,2026-04-04,1395.36,Expired,1154.62,Yes,Cash
LF25E2173,U00832,P0018,T00652,2024-01-18,2025-01-12,3159.99,Active,1249.01,Yes,Credit Card
L31ACE939,U00833,P0062,T00298,2025-04-11,2027-04-01,1510.77,Expired,501.96,Yes,Bank Transfer
LF417DC0F,U00834,P0058,T02468,2022-08-10,2024-07-30,3150.81,Active,2877.78,No,Cash
LBD0B4364,U00835,P0036,T01655,2022-10-05,2024-03-28,2493.79,Expired,2750.8,Yes,Bank Transfer
L5BC3B454,U00836,P0092,T00306,2024-12-07,2026-11-27,1210.53,Terminated,1874.97,Yes,Credit Card
L73FD9839,U00837,P0083,T01598,2023-08-04,2025-07-24,1748.29,Active,781.33,Yes,Bank Transfer
L3DAAD836,U00838,P0059,T02749,2024-02-23,2025-08-16,2112.55,Terminated,3262.22,Yes,Credit Card
LEBD53BAB,U00839,P0021,T01506,2024-07-06,2025-07-01,908.16,Terminated,1374.38,Yes,Cash
LDA6F1227,U00840,P0097,T00793,2024-10-02,2025-09-27,1360.36,Active,1214.44,No,Cash
L07BFC4D6,U00841,P0003,T00120,2022-11-28,2023-11-23,3252.77,Expired,1904.21,No,Credit Card
L47ABF2F5,U00842,P0094,T01415,2025-02-13,2026-02-08,2059.01,Active,2781.73,No,Credit Card
LB6CDC6B5,U00843,P0025,T00259,2022-11-22,2023-11-17,1217.13,Terminated,1961.8,Yes,Bank Transfer
L785EA32F,U00844,P0042,T00095,2024-03-11,2026-03-01,1960.96,Expired,2290.73,Yes,Credit Card
L46CA2CD5,U00845,P0076,T02340,2023-06-01,2024-11-22,3498.81,Terminated,2808.35,Yes,Bank Transfer
LD91FDA9B,U00846,P0050,T01355,2023-11-04,2025-10-24,1874.24,Terminated,2982.66,No,Bank Transfer
L44D4FE6C,U00847,P0071,T02418,2024-01-17,2024-07-15,1260.91,Active,591.39,No,Cash
LC89ED5CA,U00848,P0031,T00620,2024-01-23,2025-07-16,1352.01,Expired,1521.23,Yes,Bank Transfer
LE07E8205,U00849,P0054,T00864,2022-07-06,2023-12-28,2178.57,Expired,2345.39,Yes,Cash
L5181F496,U00850,P0098,T00718,2024-04-11,2025-10-03,3258.64,Active,2029.56,No,Credit Card
LC19E32E8,U00851,P0010,T02930,2023-09-24,2025-03-17,2153.44,Active,650.73,No,Bank Transfer
L81F79325,U00852,P0055,T00719,2022-12-24,2023-12-19,894.26,Terminated,2153.48,No,Bank Transfer
L8145D5A5,U00853,P0083,T00849,2023-12-25,2025-12-14,1983.08,Expired,3017.54,No,Bank Transfer
L38AB1EDF,U00854,P0055,T00331,2022-06-04,2023-11-26,1233.83,Expired,574.91,Yes,Cash
L7AF66D27,U00855,P0007,T00629,2024-01-09,2024-07-07,2012.4,Active,1212.44,Yes,Credit Card
LD13B2B6D,U00856,P0067,T00533,2022-09-12,2023-03-11,933.96,Terminated,2673.79,Yes,Cash
LD139532E,U00857,P0009,T00448,2022-06-17,2023-12-09,1101.3,Active,2324.96,Yes,Cash
LBBE1B339,U00858,P0088,T02988,2024-04-18,2024-10-15,1558.83,Terminated,1020.49,Yes,Cash
L73C2946E,U00859,P0080,T01761,2022-09-18,2024-03-11,1825.33,Terminated,2904.34,No,Cash
L97430EF3,U00860,P0011,T02912,2022-11-26,2024-05-19,1858.65,Terminated,2752.31,No,Cash
L6FB40C80,U00861,P0025,T00882,2024-09-13,2025-09-08,1138.81,Active,2818.31,Yes,Cash
LD2BE26C0,U00862,P0030,T02544,2023-03-24,2024-03-18,1439.72,Active,2532.18,Yes,Credit Card
LA97F6216,U00863,P0007,T01582,2023-02-26,2024-02-21,2327.61,Expired,3287.43,No,Cash
LB13F6B6C,U00864,P0082,T01114,2024-11-22,2026-05-16,1845.77,Terminated,698.5,Yes,Credit Card
L828A4B72,U00865,P0067,T01433,2022-08-05,2024-07-25,851.72,Terminated,2980.58,No,Bank Transfer
L8D8C6D54,U00866,P0076,T01597,2024-06-15,2025-06-10,2216.79,Terminated,2825.73,Yes,Bank Transfer
L31490B00,U00867,P0068,T01404,2023-05-10,2024-10-31,1432.95,Active,1535.25,No,Cash
L70DF109E,U00868,P0005,T02214,2022-07-25,2023-01-21,881.28,Active,3384.48,Yes,Cash
LACFDD2EB,U00869,P0077,T00507,2024-04-06,2025-09-28,2603.24,Terminated,3299.62,No,Bank Transfer
L3F3F44C2,U00870,P0038,T00653,2023-07-20,2024-01-16,1516.84,Expired,2334.39,Yes,Credit Card
L767F7A6F,U00871,P0099,T02198,2024-05-01,2026-04-21,2631.95,Terminated,1452.65,No,Cash
L5A6FCB7A,U00872,P0097,T00077,2025-04-26,2026-04-21,3089.89,Terminated,3341.48,No,Bank Transfer
LA88BC084,U00873,P0087,T00898,2024-04-14,2024-10-11,3189.11,Active,2717.2,Yes,Cash
L94F98720,U00874,P0080,T01297,2023-02-21,2023-08-20,1549.15,Terminated,1344.85,No,Cash
L8DBD7B8C,U00875,P0049,T01738,2024-02-24,2025-02-18,3401.07,Terminated,530.85,No,Credit Card
L8E2E60EE,U00876,P0014,T00180,2024-09-02,2026-08-23,2733.33,Expired,2618.74,No,Cash
L05C414E4,U00877,P0052,T02151,2025-02-13,2027-02-03,2481.26,Expired,3470.33,Yes,Cash
L07C51932,U00878,P0004,T00209,2023-09-15,2024-09-09,1642.07,Active,1519.92,No,Credit Card
L6FA0D17D,U00879,P0052,T02377,2025-04-17,2025-10-14,1013.14,Active,1828.39,No,Bank Transfer
L64DCB245,U00880,P0070,T02109,2022-06-18,2024-06-07,1504.83,Active,1530.16,Yes,Credit Card
L38C6D897,U00881,P0012,T00073,2025-03-22,2026-09-13,3053.34,Active,3306.45,No,Cash
L24B290B1,U00882,P0035,T01437,2024-10-26,2025-10-21,1301.48,Terminated,1617.53,Yes,Bank Transfer
L6AEE819A,U00883,P0087,T00409,2023-03-23,2024-03-17,3307.3,Expired,685.43,Yes,Cash
L6B524F24,U00884,P0072,T02765,2023-12-18,2025-06-10,1049.37,Expired,988.37,No,Bank Transfer
LE0DF2F1F,U00885,P0062,T00432,2023-11-01,2024-10-26,2407.07,Expired,951.42,No,Bank Transfer
LB2E58E7E,U00886,P0074,T01635,2024-04-07,2024-10-04,3413.81,Expired,1840.14,No,Cash
L8ABB01D3,U00887,P0087,T00571,2022-07-01,2023-12-23,2154.1,Terminated,1239.98,No,Credit Card
L359AA2F9,U00888,P0051,T00599,2024-05-09,2024-11-05,2071.59,Terminated,2485.74,Yes,Bank Transfer
L0ECA11C5,U00889,P0085,T02130,2023-09-23,2025-03-16,2828.18,Expired,2761.6,No,Cash
L14E53132,U00890,P0006,T00169,2022-12-15,2024-12-04,2360.31,Active,3213.08,Yes,Cash
L8BACF8A2,U00891,P0003,T00887,2023-06-19,2023-12-16,3007.0,Expired,2771.14,No,Cash
L833DFE96,U00892,P0031,T02018,2025-03-10,2026-09-01,950.13,Terminated,520.63,No,Credit Card
L007B2CF0,U00893,P0054,T00760,2022-06-18,2024-06-07,1373.61,Terminated,2490.57,No,Credit Card
L6CE2487E,U00894,P0025,T00706,2023-06-13,2024-06-07,1910.23,Terminated,1707.22,Yes,Bank Transfer
LC34E2BD8,U00895,P0098,T01681,2024-10-30,2025-10-25,3188.38,Expired,3186.69,Yes,Credit Card
L1CDF890F,U00896,P0071,T02120,2025-03-03,2026-08-25,3254.77,Expired,1441.63,No,Credit Card
L1B63422C,U00897,P0092,T02565,2023-11-14,2025-05-07,2665.85,Terminated,1314.9,No,Credit Card
L4EEF21A2,U00898,P0080,T02895,2023-09-27,2025-03-20,1314.65,Active,1053.9,No,Credit Card
L40E340D2,U00899,P0036,T02003,2024-03-30,2024-09-26,1723.69,Expired,1789.87,No,Bank Transfer
L17FF636B,U00900,P0019,T01499,2024-05-27,2026-05-17,3043.56,Terminated,859.67,No,Cash
L4090F294,U00901,P0074,T02114,2025-05-01,2026-04-26,2784.3,Terminated,2094.36,No,Cash
LEB4C8095,U00902,P0037,T00722,2024-04-03,2025-09-25,1577.45,Terminated,1978.46,No,Cash
L961ACFDE,U00903,P0062,T02691,2023-03-20,2024-09-10,1609.84,Terminated,2288.25,No,Cash
LBB982876,U00904,P0076,T01761,2024-11-05,2025-05-04,1971.38,Terminated,993.22,No,Bank Transfer
LD0BA1BDC,U00905,P0064,T00704,2023-12-10,2024-06-07,1114.77,Terminated,2140.09,No,Credit Card
L88C743BC,U00906,P0023,T02045,2024-10-26,2026-10-16,3236.52,Active,1531.87,Yes,Cash
LBA99AEB2,U00907,P0044,T01992,2022-10-20,2023-10-15,2779.1,Expired,2475.98,Yes,Bank Transfer
L36786FD0,U00908,P0026,T01127,2023-11-07,2024-11-01,3315.2,Active,2962.94,Yes,Cash
L182B9078,U00909,P0078,T01177,2024-08-27,2025-02-23,2329.83,Active,2471.09,Yes,Bank Transfer
L0CF6CECE,U00910,P0064,T01863,2022-10-14,2024-10-03,3225.64,Expired,1698.56,No,Credit Card
L4E817DC4,U00911,P0010,T02863,2023-03-12,2024-09-02,1682.35,Terminated,532.43,No,Cash
LA5394314,U00912,P0008,T02753,2024-08-14,2026-02-05,3031.69,Terminated,2902.94,No,Bank Transfer
L78E4AC71,U00913,P0056,T02557,2023-02-13,2023-08-12,1082.03,Active,2230.57,No,Cash
L1283D1B0,U00914,P0089,T02291,2023-10-31,2025-04-23,2052.75,Expired,856.13,No,Bank Transfer
L2F1E047E,U00915,P0082,T02475,2024-11-23,2026-11-13,3447.53,Active,1144.09,No,Credit Card
L16FABB2E,U00916,P0014,T02254,2022-08-07,2024-01-29,981.53,Terminated,2284.54,No,Cash
L557AFE4D,U00917,P0091,T00672,2023-04-09,2024-04-03,2794.94,Expired,597.33,No,Cash
L189F2490,U00918,P0071,T02937,2022-06-18,2023-06-13,2578.54,Expired,2096.88,No,Bank Transfer
L491A8C02,U00919,P0078,T00081,2023-02-14,2023-08-13,1078.82,Expired,1017.57,No,Bank Transfer
L7D36FE60,U00920,P0080,T02008,2025-01-14,2026-01-09,2333.53,Expired,1389.07,Yes,Credit Card
L90E65345,U00921,P0011,T02543,2022-12-05,2024-05-28,3333.45,Terminated,2956.22,Yes,Bank Transfer
LB99642F2,U00922,P0080,T01915,2022-11-10,2024-10-30,3455.63,Active,1279.01,No,Bank Transfer
LB3F09736,U00923,P0037,T01370,2023-05-19,2024-05-13,3418.25,Terminated,1793.7,No,Credit Card
LDD6686EC,U00924,P0039,T01968,2023-09-17,2024-03-15,1738.3,Terminated,651.05,No,Bank Transfer
L82DF5EFA,U00925,P0095,T02565,2025-03-06,2026-03-01,942.47,Terminated,2576.03,No,Cash
LF7EDAAD9,U00926,P0012,T00261,2024-07-22,2025-07-17,2036.41,Expired,1179.56,Yes,Cash
