usage_id,building_id,timestamp,kwh_consumed,meter_id,reading_type,is_peak,power_factor,voltage,current
1160c9f7-557c-479f-93e7-79f2aa8fc68e,B0010,2025-07-30 09:34:00,262.47,M077,Auto,No,0.8,212.04,36.25
bcade7f1-9e7c-4098-a725-dc22fc5c0d15,B0016,2032-02-17 09:54:00,486.82,M006,Manual,Yes,0.88,237.33,47.84
b4505beb-f0b8-4c45-b803-7a686a2c5fd8,B0004,2027-08-25 22:22:00,304.95,M071,Manual,Yes,0.84,210.81,49.51
816572a1-2fd0-483d-99f8-e70f480a7f6c,B0025,2025-02-08 04:52:00,119.69,M073,Auto,Yes,0.71,238.03,15.57
da92c2dd-fe69-4557-b6e4-2c00af2e40d2,B0039,2025-01-27 12:20:00,412.68,M044,Auto,No,0.8,225.89,49.36
707ff713-3f18-49cf-8d2a-0fbc398ed84b,B0018,2033-08-04 21:48:00,179.09,M042,Auto,Yes,0.87,235.75,9.2
e4325e3d-47ce-47f9-8a6d-704fed65e342,B0034,2034-01-20 14:00:00,180.33,M051,Manual,No,0.76,221.48,6.88
b9c6afb9-0b8b-463c-a990-3f34b4855c85,B0042,2038-03-06 03:17:00,25.58,M087,Auto,No,0.98,221.81,9.01
b86cbfd1-b214-465c-aba6-09ed0f25dfb5,B0004,2025-07-31 05:55:00,278.87,M027,Manual,No,0.71,234.11,47.79
bc5e3de5-948f-4182-8381-dd15ad451151,B0016,2029-11-06 14:09:00,271.87,M064,Auto,No,0.91,227.08,23.04
1142154f-8fe6-427b-a2cf-ac800162ae53,B0008,2035-08-31 20:23:00,184.44,M021,Auto,Yes,1.0,226.1,35.85
6443fa5d-6e45-4d40-8f40-b761b9e23eb9,B0025,2039-05-27 19:30:00,448.17,M073,Auto,Yes,0.81,222.27,20.24
99504c8a-0512-4aa6-8ad1-63e4c12850d1,B0018,2033-01-25 18:21:00,73.09,M055,Manual,Yes,0.94,220.57,15.95
198953af-8fd9-46cc-85b9-347ed4853f60,B0007,2025-01-04 13:20:00,171.75,M020,Manual,No,0.87,212.96,39.67
f9b8ae83-2625-44a2-a075-57eda961434b,B0015,2029-09-07 15:38:00,167.58,M033,Auto,No,0.87,211.23,42.15
4d135344-308f-4c55-82e6-efff1e691230,B0005,2036-11-17 05:11:00,55.22,M088,Auto,No,0.88,210.04,11.31
40ffab5e-7c07-4d58-904a-2f557849284e,B0044,2030-06-12 14:10:00,245.76,M023,Auto,No,0.98,214.54,27.57
d56ccfca-df31-4439-a848-ce212a1fd73d,B0020,2030-09-10 16:04:00,347.01,M069,Auto,Yes,0.94,215.33,16.86
b2ca243a-f38d-44f7-87ff-194e76a97c81,B0046,2032-06-24 06:28:00,260.71,M006,Manual,No,0.93,238.13,30.11
e6340bb1-d094-4359-9f2f-8b1e0e8c8089,B0023,2035-06-21 23:57:00,86.92,M034,Manual,Yes,0.89,219.97,6.96
efc0e49c-e9eb-4b3c-9327-c90e08fc63c1,B0016,2034-02-04 05:20:00,194.87,M043,Auto,No,0.74,223.17,48.17
12347b34-d3e8-414b-b1c8-7e7ee3bf3473,B0033,2037-11-09 11:11:00,11.27,M068,Auto,No,0.73,230.6,9.34
1b9864c8-1796-4dba-9ce6-1adf3f8bcedb,B0013,2027-08-19 05:17:00,435.47,M028,Auto,No,0.8,231.97,33.46
6506a476-f77e-4370-9300-7087bcaca7aa,B0010,2027-01-10 07:15:00,51.41,M012,Manual,Yes,0.83,236.71,37.92
4295f1cc-5c2f-4199-b71a-17082f5b694f,B0013,2035-04-27 23:28:00,302.67,M096,Auto,Yes,0.9,217.91,12.84
38396b2a-2bd3-4abb-bb72-9dac3d58baad,B0014,2038-02-01 21:25:00,493.27,M083,Auto,Yes,0.73,229.67,31.17
f9e639c1-bf4a-4b05-bb3a-cea566c51ed8,B0014,2027-05-24 09:44:00,272.93,M073,Manual,No,0.9,213.7,12.66
775dbcb7-a092-4275-968a-628e95d566f4,B0012,2028-01-28 16:06:00,462.78,M099,Manual,No,0.88,228.05,11.32
d91917e6-fb73-4ddf-85bd-c88a40314783,B0016,2030-01-09 21:45:00,125.7,M049,Manual,No,0.72,223.68,8.13
fbd6177e-02eb-4e8f-9025-5771a914ab74,B0029,2034-06-29 15:53:00,382.38,M053,Manual,Yes,0.71,217.37,28.34
ecd62023-08a3-4617-af91-9ec0e1f75188,B0043,2030-03-30 18:11:00,270.32,M003,Manual,Yes,0.79,214.67,5.01
63ca8f01-b77d-4ec4-a8d4-5bb3ef33ba21,B0010,2035-11-04 18:00:00,363.05,M072,Manual,Yes,0.8,218.98,36.2
bc3cc62b-043b-473c-8473-9f1d953a579c,B0003,2037-10-20 02:51:00,40.55,M094,Auto,No,0.93,238.2,9.34
622c4ee1-4833-488b-83fd-994e5f185fcc,B0007,2029-01-25 07:08:00,82.39,M032,Manual,Yes,0.75,215.73,36.73
66c98550-0169-4f9b-9ad0-3cf8daed6bf2,B0044,2025-06-01 21:32:00,75.23,M016,Auto,Yes,0.92,213.58,46.06
4aaee0cc-6e11-4e0a-bf22-820140a01895,B0042,2037-11-14 13:24:00,346.71,M035,Manual,No,0.72,231.8,5.21
d73c7442-3702-4404-be4c-5e4b614128e8,B0034,2037-09-01 17:07:00,423.78,M068,Manual,Yes,0.71,225.56,16.87
3b0a1804-489c-48e5-a72e-2b8c8f826a42,B0009,2032-12-13 07:56:00,377.31,M022,Manual,Yes,0.85,215.97,48.34
835b4547-4644-4668-8009-9bc95040331f,B0034,2034-03-11 12:16:00,24.93,M069,Manual,Yes,0.78,237.08,24.57
76518d3e-b77c-447f-8e89-68d1fac0ff42,B0019,2034-01-31 19:45:00,434.94,M024,Manual,No,0.98,239.84,35.31
f62d5029-7b32-4af4-b53c-13e3859e844d,B0038,2037-04-15 03:08:00,183.53,M047,Auto,No,0.83,229.49,35.17
3bcd2b5c-52de-40e2-9bcf-a90e83428cde,B0002,2026-08-27 13:48:00,204.61,M089,Manual,Yes,0.87,211.48,17.18
06c53b21-28cf-495e-93d6-66b978998f78,B0039,2030-09-23 16:44:00,61.39,M044,Auto,Yes,0.8,236.22,24.94
53553eb2-1a01-4876-ac8c-4361b142f36d,B0023,2034-05-12 14:43:00,371.33,M079,Manual,Yes,0.76,211.09,41.45
2e51931e-342c-4486-b766-60756a0aaeea,B0016,2034-10-11 09:08:00,99.32,M002,Manual,Yes,0.77,238.27,24.29
8502b6f8-1e89-40ec-810f-259e31f8c43f,B0038,2030-06-20 02:09:00,286.34,M060,Manual,Yes,0.93,216.1,20.4
7ae39fd8-ecac-4bc7-a4d5-b7c6ae436b91,B0006,2029-08-28 23:15:00,421.95,M083,Manual,Yes,0.92,215.07,18.97
cc7a4759-5a19-4bdd-afe9-6d4ce7c1104a,B0036,2028-06-15 23:45:00,53.71,M075,Auto,No,0.9,220.06,28.53
1f827788-4ac0-4b8b-8caa-5cda33d170de,B0014,2028-11-21 19:09:00,272.31,M005,Manual,No,0.95,222.91,35.79
f6ef3d12-451c-49d3-90ed-a3a615514360,B0047,2034-02-21 18:47:00,124.28,M032,Auto,Yes,0.91,225.65,12.37
3dbd117c-4f26-4935-8c8b-e03b33301034,B0027,2025-11-16 11:19:00,178.03,M090,Manual,No,0.82,239.93,23.62
a9dbcbcd-7956-41a8-92a9-5cb663a3bd7f,B0001,2029-01-04 10:10:00,242.25,M016,Auto,Yes,0.84,226.14,27.75
d138b54a-ddda-45e4-aa4a-22c12e2da898,B0040,2037-08-21 11:38:00,184.0,M053,Manual,Yes,0.81,216.24,32.22
ed07339c-9043-44a6-bd4e-57714c6c35b1,B0049,2038-02-22 03:12:00,327.92,M058,Auto,Yes,0.77,233.72,22.85
476e13cb-98f3-4ed1-ba7e-8e89ae444308,B0033,2034-07-06 01:53:00,245.0,M055,Manual,Yes,0.92,225.09,13.19
3ec8f9da-067b-4adf-9ae3-4880838a892b,B0012,2026-12-19 01:02:00,296.26,M033,Auto,No,0.86,228.06,24.47
5e952a22-d119-4f71-b6d1-35479442ee2e,B0009,2031-11-08 11:01:00,371.04,M092,Manual,No,0.92,217.1,20.86
98577209-8ac0-4872-ae11-eb126e19a486,B0025,2036-12-31 15:32:00,283.29,M085,Auto,Yes,0.94,222.29,48.93
9382d285-0173-41f3-b27d-58c2c303178e,B0034,2026-02-10 11:42:00,297.4,M048,Manual,Yes,0.9,231.74,22.31
6dd5cf91-47f7-48ea-9112-8ac395af56d0,B0022,2027-12-21 15:31:00,286.58,M052,Manual,Yes,0.71,237.08,33.99
5efa556d-e282-455d-b88f-fa92353d4aec,B0031,2035-11-13 06:56:00,195.6,M017,Auto,No,0.86,238.3,37.96
16ccfc21-58c2-4329-a4d4-8e993223f722,B0033,2036-05-25 04:34:00,175.35,M064,Manual,Yes,0.78,211.85,17.91
a6fc12a3-c96a-499f-acb2-f585acb36a31,B0039,2038-08-17 11:46:00,450.83,M024,Manual,No,0.76,222.42,49.13
ff4612ab-adfe-43f5-98ec-7b6e0901aee1,B0012,2029-06-08 05:23:00,307.7,M064,Manual,No,0.75,212.48,13.65
a6f5ef97-7f4d-4ec3-bb60-c2f704d1788f,B0023,2031-09-18 08:51:00,129.73,M007,Manual,Yes,0.9,220.38,24.42
4dffc646-e1df-4a4d-b2fb-41d95c08016f,B0027,2032-01-07 02:23:00,254.14,M023,Manual,No,0.98,219.37,49.17
9ecea359-4344-41cf-bbed-0e906449fbc0,B0040,2037-09-15 15:26:00,171.87,M094,Manual,Yes,0.91,216.64,24.67
31834ad9-b703-4d16-b80e-8e7aed515a2a,B0046,2025-04-26 23:27:00,467.51,M052,Manual,Yes,0.7,210.36,46.68
53e115df-24c7-4d78-a82a-2903cb78f0da,B0047,2030-11-20 19:30:00,13.69,M042,Manual,No,0.78,234.31,7.16
d5929b0d-2cc2-4e32-a131-22d2ad39fba0,B0028,2032-06-24 18:38:00,120.41,M040,Auto,Yes,0.87,238.19,48.68
37107341-77a7-4021-96a4-45514c8a712e,B0041,2035-08-14 10:35:00,189.02,M086,Manual,Yes,0.96,236.21,24.43
9e7a3889-bb2b-46f8-bd86-82ef522283c3,B0027,2027-06-27 17:35:00,249.03,M094,Auto,No,0.82,220.59,11.48
f403bd7e-5c05-452c-835f-985f7c8d8278,B0008,2034-10-10 10:07:00,426.9,M039,Manual,No,0.87,214.83,27.35
5fdfdc1c-9ab6-49f4-a8d7-1513e1ff78da,B0030,2034-02-19 20:05:00,53.06,M039,Manual,No,0.98,226.0,33.99
9d079c44-a312-4334-add8-1b909cd5eaa0,B0009,2025-10-16 01:41:00,404.87,M061,Auto,No,0.84,239.81,39.62
35da2d50-18a6-4496-8d29-fc09572672bb,B0031,2030-08-12 15:08:00,37.27,M045,Auto,Yes,0.73,237.24,38.6
2dab8ccc-579c-4ebd-a842-cfdae0f9a339,B0015,2025-08-26 07:32:00,422.73,M030,Manual,No,0.82,226.75,7.45
4edbf5d8-6c0c-4727-bd4f-b46143cab7ce,B0020,2037-07-10 11:49:00,35.3,M003,Auto,No,0.9,222.51,20.06
e3de5e28-108c-4a41-ba00-7caddb7e4c69,B0011,2029-04-19 17:53:00,18.94,M047,Auto,Yes,0.91,215.36,7.31
7d7ec0ae-2b3f-4670-896d-b317cc6a28d0,B0005,2027-05-25 23:41:00,351.51,M002,Auto,No,0.97,216.95,23.68
6d5719ab-4a1c-4bfd-b820-b84a99df2939,B0012,2031-12-16 04:39:00,498.66,M068,Auto,No,0.97,219.02,16.62
a1e34701-d3c5-4f29-84c0-4aa93717a45a,B0013,2038-01-13 16:32:00,449.34,M079,Manual,Yes,0.85,227.57,12.5
1f745e05-e9fa-44dc-b3b5-9003027f5549,B0005,2037-02-27 10:00:00,292.24,M076,Manual,Yes,0.88,230.38,10.75
a1454a98-3c41-4a05-a6fe-927dae3c738a,B0008,2030-06-19 13:56:00,459.52,M069,Manual,Yes,0.76,221.63,10.21
d32c6cf1-3128-4187-9018-bcf648b87bfa,B0012,2033-05-24 09:11:00,12.6,M049,Manual,No,0.98,237.12,38.0
fec097ab-ead1-4898-996f-419a795a558f,B0037,2027-12-28 08:12:00,487.78,M062,Manual,No,0.78,232.79,35.34
8804e3ee-98c6-4263-b47f-b9c6c7497263,B0008,2029-10-24 22:43:00,250.47,M011,Manual,No,0.82,216.02,24.79
9846f574-2b83-41b4-8cd2-9fd076979bea,B0026,2036-05-26 09:31:00,364.22,M092,Manual,Yes,0.78,216.47,17.58
dd73c2af-f260-424c-bc5c-8c98a584a995,B0048,2027-07-16 22:01:00,412.22,M010,Auto,No,0.99,224.59,10.19
06b82809-f39f-4a49-9133-83e9b5eab792,B0015,2031-04-20 17:31:00,362.04,M069,Auto,No,0.98,231.91,6.72
9bcb34bb-fab4-4753-b226-5e69e486aa6a,B0047,2027-01-04 02:37:00,272.17,M030,Auto,Yes,0.96,225.68,19.0
66cb9a7c-c362-4f98-be36-5ddf7cd5a99e,B0001,2037-03-11 09:55:00,243.54,M060,Auto,No,0.87,217.64,22.82
c0c707a3-2db6-4544-b6c0-452dac0973fc,B0030,2033-05-14 23:29:00,420.91,M060,Manual,No,0.95,223.23,34.49
255909b4-f5c8-4599-aaae-66af02f8df8d,B0044,2027-07-15 00:13:00,110.49,M072,Manual,Yes,0.9,224.46,33.84
e8ff4160-d2a2-4c07-8975-6cd81d1ad63f,B0004,2030-05-03 20:15:00,484.32,M037,Auto,No,0.95,215.55,6.06
40b5fb56-03ae-4bd1-8710-c37511eb1243,B0003,2031-02-10 01:12:00,358.37,M079,Auto,Yes,0.74,211.43,20.39
ea25b6ef-686e-4b5f-a9ab-44d66f3e7cd1,B0012,2027-10-27 16:02:00,107.76,M074,Manual,Yes,0.92,239.71,33.04
0cc19790-0db7-4802-a7d2-9565cc53b8a9,B0038,2028-10-23 06:34:00,370.76,M039,Auto,No,0.73,232.88,13.93
001e963d-c35d-4f26-88a2-bcb1d9608943,B0040,2035-02-17 22:52:00,269.62,M005,Manual,Yes,0.94,219.21,42.41
241a038c-617a-4a82-9be6-9026624fc883,B0005,2030-12-18 02:31:00,356.54,M032,Manual,No,0.76,234.29,41.5
285a1d9e-d4cc-4566-bb00-de96714410b9,B0020,2035-09-06 18:54:00,386.21,M092,Auto,No,0.85,224.5,10.22
9cffe215-e31e-4bc8-a92e-ff345d4fca3a,B0025,2029-08-03 02:19:00,52.77,M056,Manual,No,0.9,214.99,15.51
ad6f1599-659c-4015-b509-db9799a92844,B0009,2039-01-21 04:18:00,257.99,M052,Auto,No,0.95,214.87,9.92
e0d79ea8-d554-4b0c-9f63-88038544c165,B0018,2030-09-17 15:04:00,466.69,M085,Auto,Yes,0.72,228.19,13.53
bf538699-4be1-48e0-a82c-1f98be513a6d,B0050,2037-02-16 19:54:00,167.11,M095,Manual,No,0.74,229.61,6.48
e84e2713-dcff-401d-804c-303e7341a4f8,B0009,2027-06-07 13:39:00,301.0,M093,Manual,Yes,0.9,230.67,16.86
ebf72ae0-58eb-461d-8973-9d49110d63c1,B0044,2039-03-04 07:15:00,190.92,M026,Manual,No,0.73,221.11,38.05
32c0ecf2-3e36-4799-b261-f57825cf0a6b,B0046,2029-08-27 00:22:00,232.59,M046,Auto,No,0.78,238.81,11.38
75af538f-4d10-4928-b69d-eb725a744da3,B0024,2031-01-31 07:38:00,278.82,M051,Manual,Yes,0.74,213.95,38.73
eefd4b96-d99d-4386-a17e-486af8b8ee18,B0047,2029-12-20 03:19:00,278.97,M012,Manual,Yes,0.88,225.28,28.44
628c8f6e-8c88-4573-9f7e-008dd89ad3ea,B0036,2026-08-19 20:12:00,108.85,M090,Auto,Yes,0.9,211.16,48.28
472c615c-9a06-48b9-97c2-85f115e8e5ce,B0047,2025-06-08 01:33:00,345.44,M043,Manual,No,0.99,224.64,36.36
e5a1be8a-e203-4af8-a817-2bb3e0637249,B0016,2032-08-26 21:25:00,53.06,M056,Manual,No,0.79,220.3,17.24
76a7da10-7ae5-4a4d-a5e5-0f071edfebae,B0020,2032-09-15 12:57:00,78.02,M029,Manual,No,0.84,222.2,41.32
ec93b807-d74d-4f9a-be05-d88772d6ff12,B0012,2037-02-05 17:30:00,11.33,M086,Manual,Yes,0.93,219.64,12.1
f9af0377-5b25-4887-a0a9-9eb33c7556bc,B0025,2035-05-16 16:53:00,67.18,M013,Auto,Yes,0.79,215.96,36.45
f7183b4e-ff1c-4c4d-ac23-1dd9393536ba,B0040,2026-04-01 05:47:00,241.85,M025,Auto,No,0.89,214.22,32.23
661fbcf1-d321-423a-a7eb-0c1e7e052e78,B0039,2034-09-05 17:26:00,306.99,M084,Manual,Yes,0.9,210.38,41.15
5835b0cb-f5d6-4894-afae-8f72e0c0be26,B0038,2038-05-18 22:24:00,399.2,M065,Auto,No,0.81,212.93,39.62
e9b289e9-084f-4d8e-b495-e30ba95c9335,B0049,2025-03-30 15:50:00,62.28,M038,Auto,Yes,0.77,234.23,34.44
5ccaeb14-f3de-4d58-8e11-f49d45cebc05,B0040,2039-05-19 09:45:00,426.86,M091,Manual,No,0.98,232.52,36.03
5c1ec089-98db-4c13-919c-a72c85322c95,B0024,2035-04-10 19:46:00,375.53,M078,Auto,No,0.77,216.36,14.98
1001298f-7f4a-4ba6-8f97-bd3f995c6336,B0001,2031-06-07 08:18:00,210.17,M044,Manual,No,0.74,233.25,23.39
1857bf4c-2098-480c-83ac-d8521f52f190,B0019,2032-01-20 03:18:00,467.14,M025,Manual,No,0.75,220.17,21.09
85e4f06c-5d17-4196-9728-01df8762295f,B0012,2028-09-28 16:36:00,495.56,M004,Auto,No,0.73,235.55,46.61
5bc26f32-8e95-4ba3-b3e4-b6d5664f0670,B0009,2034-02-24 16:00:00,110.45,M017,Auto,No,0.78,223.15,28.54
e8ccf310-eb16-4553-8809-4f32ab076402,B0035,2038-01-02 14:41:00,195.82,M097,Manual,No,0.85,218.74,42.92
99c34d6f-8e18-4ae9-9c89-b1bd55fbfa63,B0002,2025-10-19 11:23:00,463.96,M050,Auto,Yes,0.91,218.81,36.95
004c3684-e218-418f-b9a6-58014d758d40,B0037,2036-01-08 18:10:00,363.58,M067,Auto,No,0.87,231.01,14.51
47ea629f-151e-42b8-b566-ed00e91e11d6,B0043,2038-08-29 13:45:00,33.57,M018,Manual,Yes,0.83,238.36,41.36
b554cdcd-4a20-4fe0-8170-d1332912d029,B0036,2027-11-15 11:34:00,392.94,M047,Manual,Yes,1.0,223.63,11.55
26998f18-b838-43ab-ba03-5d4b5d0649f4,B0040,2035-05-05 15:55:00,415.69,M064,Auto,No,0.92,236.32,17.68
8aa0d59c-2aa9-48b6-b448-6254247f20c5,B0045,2038-11-18 22:56:00,377.75,M029,Auto,No,0.85,210.01,20.71
f8c3fed0-d3d6-416b-a303-f175e0a243c8,B0004,2025-06-03 08:11:00,401.77,M071,Auto,Yes,0.71,213.32,9.13
9fa5e2bb-0d76-4571-8196-a3fa8dbe5ccd,B0044,2038-01-17 12:06:00,414.32,M057,Auto,No,0.99,230.2,22.33
2a290897-2c1b-4b35-b83e-bbfd31f211f3,B0049,2037-10-26 02:27:00,101.34,M012,Manual,No,1.0,212.56,49.4
48b03cac-46c1-4328-bead-c417654b6504,B0023,2039-09-12 23:58:00,125.49,M029,Auto,No,0.96,237.96,46.58
a34d3281-c820-4005-8cf5-f311afe5a3e8,B0012,2029-09-27 09:24:00,320.54,M062,Auto,Yes,0.89,224.93,15.87
2662e689-9e18-4181-8919-9c21b774810c,B0043,2038-10-15 22:10:00,454.85,M091,Auto,No,0.75,238.71,46.61
45671a6c-f553-4bd5-b2f3-f35fef4ae83a,B0036,2031-04-28 04:15:00,164.94,M064,Manual,No,0.97,210.18,9.53
0072d137-c3a2-4cce-b13b-26698f7a91a5,B0023,2039-08-01 16:55:00,298.27,M057,Manual,No,0.99,232.19,26.07
de9324e7-be86-46f3-ae94-830bebe50cf4,B0030,2028-08-09 18:15:00,344.66,M014,Auto,No,0.75,225.25,15.1
af72d665-1653-4296-a780-55a35ad4dc8c,B0034,2032-01-13 06:31:00,231.45,M039,Auto,No,0.72,223.84,36.35
2dbb381a-d49e-4334-bb3a-bbfc69c86e29,B0035,2037-08-09 13:10:00,359.75,M074,Auto,No,0.75,210.74,49.92
f226251c-8568-4d6a-b440-fa61aa4c1d7a,B0026,2033-03-08 13:36:00,450.84,M008,Manual,Yes,0.93,234.98,41.33
bdaf5892-0bda-4e92-8006-91a0f2998eca,B0036,2036-07-13 06:55:00,315.81,M014,Auto,No,0.86,219.05,20.34
2165a6a1-7eec-486a-99bb-26c9eee6320a,B0050,2031-02-26 10:51:00,274.49,M001,Auto,Yes,0.74,235.13,36.79
9e0fe283-7b39-4a47-b9b8-45cff841f8c4,B0023,2029-10-10 19:44:00,224.98,M058,Auto,No,0.89,231.71,13.75
4dd9362e-7021-4a22-bc11-23399f68b03c,B0003,2036-09-04 19:44:00,292.97,M098,Manual,Yes,0.82,227.53,17.8
2f6513b6-f302-4dc3-9587-5464537c28cb,B0020,2039-04-26 04:56:00,184.13,M014,Auto,No,0.94,238.53,39.78
71ae365d-1392-40ce-b70b-3b959cd8ae55,B0029,2035-09-21 10:02:00,201.83,M071,Auto,Yes,0.75,218.94,42.68
f87ad39f-72ff-451e-a872-df63c34686e8,B0007,2037-06-30 06:37:00,270.61,M098,Manual,No,0.99,215.76,10.23
ccfb56ee-8157-4a80-991a-38d35830fba6,B0026,2038-07-30 20:08:00,42.64,M037,Manual,No,0.74,233.18,44.41
a8a27a58-cd4e-40e5-88a5-b17644e459c9,B0011,2027-04-18 20:06:00,122.22,M001,Manual,No,0.96,236.74,12.6
d29290c7-5731-4fab-a393-67a86f8ad80a,B0002,2030-12-17 15:26:00,276.0,M034,Auto,Yes,0.9,218.04,18.52
6eab14ec-d662-4f58-a1f4-5663e3b1175e,B0049,2031-04-01 00:40:00,221.45,M065,Manual,No,0.87,226.3,21.76
a8b5ea0d-1af9-4323-94ec-1687e1409d83,B0040,2038-10-26 21:54:00,173.08,M076,Manual,No,0.83,217.23,20.45
af8a75ab-3b42-49b5-a0ab-fa3caac260d3,B0031,2029-07-01 12:26:00,367.97,M094,Auto,Yes,0.83,231.61,11.05
b3e898aa-2f3d-4d13-b695-0b1682b74fe6,B0007,2033-11-01 10:32:00,349.92,M086,Auto,No,0.84,230.13,29.53
ab5d9b2f-f3f9-4740-a7c3-4c6f17d1cfd9,B0046,2027-10-12 15:27:00,91.7,M014,Auto,Yes,0.72,218.99,40.76
b02e5ae6-a4a5-4c81-a44b-b36db8aa0024,B0021,2038-04-25 05:57:00,440.53,M040,Manual,No,0.82,214.6,17.24
fe0a9a2e-ecd7-46fe-bff2-9be9934e12bb,B0046,2026-10-16 22:46:00,252.76,M016,Auto,No,0.94,234.16,12.95
58f17525-584c-4182-835f-5139f457b952,B0019,2027-02-07 18:33:00,373.32,M079,Auto,No,0.98,220.82,41.17
43fd3590-5b8c-461a-a67c-4b1efdb7eed0,B0044,2036-03-29 15:34:00,290.84,M020,Manual,No,0.81,210.48,19.43
52d4d28b-02ae-488c-94b5-115cec3b9a6c,B0029,2029-06-09 21:10:00,498.87,M091,Manual,Yes,0.87,222.25,24.7
5e646523-a674-4280-88cf-7a4f40d58813,B0040,2037-01-22 23:14:00,378.68,M001,Auto,No,0.84,221.91,21.7
f05c14b2-9789-4884-b9b6-c3cd09ed9497,B0019,2038-04-06 17:10:00,356.42,M034,Auto,Yes,0.83,226.59,23.82
3c00db39-3104-4b6a-8a31-e6bca845ae12,B0010,2032-09-23 16:12:00,391.5,M062,Auto,Yes,0.71,239.47,32.36
863bdebf-6374-4dec-b345-6f98a429a0ea,B0050,2032-06-21 17:25:00,80.13,M016,Manual,No,0.81,214.95,36.44
dfb6def4-c054-4c51-be0c-feafaacfcd8d,B0037,2031-10-31 09:37:00,110.23,M093,Manual,Yes,0.72,216.82,16.65
5a921756-957a-43d1-8285-6a0013661c16,B0048,2037-12-25 22:47:00,359.89,M067,Manual,No,0.84,236.08,24.14
edcb39b4-5a8a-4581-8ae7-5d4bfd8de646,B0012,2034-03-04 17:34:00,252.05,M052,Auto,Yes,0.84,211.18,32.89
8df499d7-91fd-49da-8b1d-e4ac07c00e43,B0009,2037-04-05 00:47:00,379.77,M017,Auto,No,0.97,218.17,15.45
068e3d46-87b0-4e6c-a2a1-ef98fe637790,B0015,2025-09-11 22:59:00,60.43,M086,Auto,Yes,0.89,222.64,46.2
47ee9ef8-835f-44ac-826f-3a2a20b28dd0,B0029,2035-08-26 13:24:00,272.88,M056,Manual,No,0.82,225.41,17.1
5b4fe2ce-2522-4b90-b9b1-c5336c21a1f2,B0008,2031-11-05 20:27:00,195.62,M050,Manual,No,0.95,235.48,7.55
21ae0653-3669-48a9-a6dc-5a40cd4ab716,B0028,2032-07-13 07:03:00,233.93,M014,Manual,No,0.88,215.48,45.14
53c440bd-8071-4aef-96a1-8fd6e17b1208,B0011,2032-06-13 09:14:00,305.94,M062,Auto,Yes,0.85,215.75,5.85
2b9fdecf-0c8b-4c3b-8cdf-18fd6b830391,B0042,2031-07-17 18:43:00,256.12,M029,Manual,Yes,0.77,234.87,48.0
ebdcacf6-cc7d-4dcb-8f16-d1268cc16b40,B0021,2036-02-20 02:55:00,274.53,M077,Manual,Yes,0.75,230.14,36.47
8215fb76-71a2-488c-a5e4-bbd380d2c46a,B0045,2028-01-04 18:14:00,248.32,M077,Manual,Yes,0.92,233.22,12.22
2b3deed8-e5e1-43ff-8717-8ef1e8a2e6cc,B0029,2028-03-08 13:57:00,210.39,M084,Auto,No,0.78,211.81,41.78
2e4a7198-4385-46ff-af6a-113e0d0e04d3,B0036,2031-06-08 15:43:00,388.22,M081,Manual,Yes,0.99,223.37,9.78
129a01bc-9cd5-43ef-acf9-85c094dd2a91,B0038,2025-05-26 14:29:00,15.98,M052,Manual,Yes,0.73,233.04,12.41
c6545619-77e0-4b7e-9569-d57440d3de50,B0021,2036-12-31 02:39:00,303.24,M027,Manual,No,0.71,216.55,19.1
ed5af97d-1045-4683-965d-238de1a0a3bc,B0025,2025-10-12 07:20:00,287.1,M020,Auto,No,0.95,212.87,42.68
e5027a9b-054e-4a3d-be15-02ec0a8f5168,B0021,2028-01-02 06:33:00,360.93,M092,Auto,No,0.82,220.21,37.27
6fe89def-d2ea-4652-b5f2-9559667ba1b2,B0009,2030-06-28 01:41:00,303.52,M014,Auto,No,0.89,235.56,32.82
633ec0d9-3e23-41ed-bce1-fd04f3174d07,B0022,2034-06-13 08:00:00,415.13,M043,Auto,No,0.86,234.49,5.92
1e4977df-a1ee-4cfa-a9cc-09a555b8cab0,B0039,2037-07-05 15:49:00,479.95,M014,Auto,No,0.93,221.11,39.68
875e8222-3a62-4dc0-a058-9a289260e90b,B0038,2029-07-10 21:07:00,177.84,M093,Auto,Yes,0.86,229.36,47.75
0a66ab4a-d784-4509-a1a0-884ad01a7474,B0008,2033-04-07 20:47:00,121.4,M061,Auto,No,0.84,219.35,42.84
0568315d-6386-4b7a-9219-e1579d3cce51,B0050,2025-05-12 15:55:00,217.56,M041,Auto,Yes,0.79,216.79,8.69
be9cd5f1-f75b-4cfc-a2e5-a7c0ba7c2889,B0039,2029-04-25 11:28:00,151.09,M067,Auto,Yes,0.95,220.25,7.03
3258bc3e-e0c3-41a3-a7a1-8910a8249a49,B0023,2037-07-31 03:17:00,311.33,M088,Auto,Yes,0.74,230.27,22.97
816de9a6-dc12-48c0-8b1b-5d58711b6b58,B0035,2032-05-18 17:57:00,456.81,M019,Manual,Yes,0.94,223.97,24.34
9630c070-121b-41e2-8946-1accff5ec662,B0027,2025-07-26 02:31:00,78.17,M079,Auto,No,0.97,227.51,11.13
78c4b513-0b62-4dad-b178-cf12315ba4cf,B0043,2029-05-18 03:19:00,59.39,M060,Manual,Yes,0.73,224.8,21.45
